is_offer_completed,gender,age,income,became_member_on_year,became_member_on_month,became_member_on_day,reward,difficulty,duration,offer_type,email,mobile,web,social
False,F,75,82000.0,2017,10,5,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2015,11,5,5,5,7,bogo,True,True,True,False
True,F,59,52000.0,2015,9,5,2,10,7,discount,True,True,True,False
True,F,55,52000.0,2016,10,15,2,10,10,discount,True,True,True,True
False,M,58,97000.0,2017,5,10,10,10,5,bogo,True,True,True,True
False,F,92,94000.0,2018,6,2,3,7,7,discount,True,True,True,True
True,F,22,67000.0,2018,6,28,10,10,5,bogo,True,True,True,True
True,F,80,48000.0,2018,1,10,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2018,4,16,5,20,10,discount,True,False,True,False
True,F,58,44000.0,2016,1,15,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2018,4,27,0,0,4,informational,True,True,True,False
True,F,47,62000.0,2014,6,8,2,10,7,discount,True,True,True,False
True,M,54,46000.0,2015,8,7,10,10,5,bogo,True,True,True,True
True,M,47,69000.0,2016,10,17,3,7,7,discount,True,True,True,True
False,F,118,70598.23,2017,12,11,5,5,5,bogo,True,True,True,True
False,F,50,114000.0,2018,5,12,3,7,7,discount,True,True,True,True
False,M,31,60000.0,2017,11,28,10,10,5,bogo,True,True,True,True
True,F,23,65000.0,2018,3,24,5,20,10,discount,True,False,True,False
True,M,76,66000.0,2017,10,15,10,10,7,bogo,True,True,False,True
True,M,59,85000.0,2015,11,29,2,10,7,discount,True,True,True,False
True,M,71,84000.0,2017,1,17,5,5,7,bogo,True,True,True,False
False,M,77,73000.0,2013,11,23,2,10,7,discount,True,True,True,False
True,F,46,68000.0,2015,12,9,5,5,7,bogo,True,True,True,False
False,M,76,56000.0,2014,8,14,0,0,3,informational,True,True,False,True
False,M,48,31000.0,2015,4,18,5,5,5,bogo,True,True,True,True
False,M,18,68000.0,2015,7,30,0,0,3,informational,True,True,False,True
False,M,37,38000.0,2017,7,31,5,5,7,bogo,True,True,True,False
False,F,118,70598.23,2017,1,12,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2016,9,26,5,20,10,discount,True,False,True,False
False,F,57,53000.0,2016,12,26,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2018,6,26,2,10,10,discount,True,True,True,True
False,M,61,32000.0,2018,2,27,10,10,7,bogo,True,True,False,True
True,F,70,95000.0,2015,12,29,2,10,7,discount,True,True,True,False
False,M,81,72000.0,2013,10,8,3,7,7,discount,True,True,True,True
False,M,67,73000.0,2018,6,22,2,10,10,discount,True,True,True,True
False,M,39,86000.0,2017,3,24,0,0,3,informational,True,True,False,True
False,M,61,59000.0,2013,12,17,0,0,4,informational,True,True,True,False
True,F,52,65000.0,2017,12,17,2,10,7,discount,True,True,True,False
True,F,58,30000.0,2017,9,15,3,7,7,discount,True,True,True,True
True,F,72,115000.0,2016,7,21,2,10,10,discount,True,True,True,True
False,M,70,39000.0,2018,6,10,10,10,5,bogo,True,True,True,True
False,F,51,51000.0,2018,1,26,0,0,4,informational,True,True,True,False
True,F,54,73000.0,2017,5,13,5,5,5,bogo,True,True,True,True
True,M,53,65000.0,2015,5,31,2,10,10,discount,True,True,True,True
False,F,60,51000.0,2018,3,22,5,20,10,discount,True,False,True,False
False,F,118,70598.23,2018,5,11,10,10,7,bogo,True,True,False,True
False,F,118,70598.23,2015,12,10,0,0,3,informational,True,True,False,True
True,F,118,70598.23,2017,7,19,2,10,10,discount,True,True,True,True
True,F,36,40000.0,2018,1,3,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2016,11,16,10,10,7,bogo,True,True,False,True
False,F,118,70598.23,2015,9,27,5,5,7,bogo,True,True,True,False
False,M,56,92000.0,2018,4,16,0,0,3,informational,True,True,False,True
False,M,81,39000.0,2017,12,3,0,0,3,informational,True,True,False,True
False,M,21,32000.0,2018,6,15,0,0,3,informational,True,True,False,True
True,M,52,79000.0,2015,7,28,5,5,5,bogo,True,True,True,True
True,M,20,72000.0,2017,6,30,10,10,5,bogo,True,True,True,True
False,F,66,95000.0,2016,3,30,0,0,4,informational,True,True,True,False
False,F,33,40000.0,2018,1,4,0,0,4,informational,True,True,True,False
True,F,118,70598.23,2016,10,3,2,10,10,discount,True,True,True,True
False,F,50,74000.0,2017,8,28,0,0,4,informational,True,True,True,False
True,M,54,33000.0,2015,12,8,2,10,10,discount,True,True,True,True
True,M,71,55000.0,2017,12,8,2,10,7,discount,True,True,True,False
False,F,57,92000.0,2016,10,29,0,0,4,informational,True,True,True,False
False,M,62,52000.0,2017,8,4,0,0,4,informational,True,True,True,False
True,F,54,107000.0,2017,10,2,5,5,7,bogo,True,True,True,False
False,F,118,70598.23,2017,12,23,5,5,7,bogo,True,True,True,False
False,M,63,96000.0,2018,1,24,2,10,7,discount,True,True,True,False
True,F,55,66000.0,2015,11,8,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2017,12,6,0,0,3,informational,True,True,False,True
False,M,25,52000.0,2015,6,15,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2014,6,8,10,10,5,bogo,True,True,True,True
True,F,28,46000.0,2016,12,13,3,7,7,discount,True,True,True,True
False,M,33,58000.0,2017,11,3,3,7,7,discount,True,True,True,True
False,F,39,72000.0,2017,10,19,5,5,5,bogo,True,True,True,True
False,M,77,96000.0,2016,10,24,0,0,3,informational,True,True,False,True
True,F,55,83000.0,2017,1,17,2,10,7,discount,True,True,True,False
True,F,118,70598.23,2016,2,23,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2016,8,29,2,10,7,discount,True,True,True,False
False,F,118,70598.23,2018,3,23,10,10,5,bogo,True,True,True,True
True,F,79,116000.0,2018,7,2,2,10,10,discount,True,True,True,True
True,M,65,61000.0,2014,5,21,2,10,7,discount,True,True,True,False
False,F,118,70598.23,2018,7,3,10,10,7,bogo,True,True,False,True
False,M,37,64000.0,2016,4,20,0,0,4,informational,True,True,True,False
False,F,28,61000.0,2017,10,2,10,10,5,bogo,True,True,True,True
True,M,23,53000.0,2017,11,23,5,5,5,bogo,True,True,True,True
True,F,89,68000.0,2017,4,13,5,20,10,discount,True,False,True,False
True,M,65,55000.0,2016,8,14,5,5,5,bogo,True,True,True,True
False,M,58,115000.0,2015,9,7,0,0,3,informational,True,True,False,True
False,F,53,65000.0,2017,5,31,0,0,4,informational,True,True,True,False
False,F,118,70598.23,2018,4,1,5,5,7,bogo,True,True,True,False
True,M,61,41000.0,2016,4,20,10,10,5,bogo,True,True,True,True
False,F,54,78000.0,2018,4,25,10,10,7,bogo,True,True,False,True
True,M,90,51000.0,2016,9,5,3,7,7,discount,True,True,True,True
True,F,56,116000.0,2017,8,19,2,10,10,discount,True,True,True,True
True,F,68,31000.0,2016,7,7,2,10,7,discount,True,True,True,False
False,F,118,70598.23,2016,5,31,5,5,5,bogo,True,True,True,True
True,F,67,105000.0,2017,7,23,10,10,7,bogo,True,True,False,True
False,M,69,60000.0,2018,3,24,3,7,7,discount,True,True,True,True
True,M,59,99000.0,2017,5,8,5,20,10,discount,True,False,True,False
True,F,58,57000.0,2013,9,16,2,10,7,discount,True,True,True,False
False,M,39,52000.0,2017,8,20,10,10,7,bogo,True,True,False,True
True,F,24,42000.0,2017,11,14,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2017,7,5,10,10,7,bogo,True,True,False,True
False,F,49,65000.0,2016,10,11,0,0,4,informational,True,True,True,False
True,F,35,70000.0,2014,1,4,2,10,7,discount,True,True,True,False
False,F,118,70598.23,2018,1,4,3,7,7,discount,True,True,True,True
True,M,49,74000.0,2018,4,1,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2017,8,22,0,0,4,informational,True,True,True,False
True,F,118,70598.23,2016,10,22,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2017,8,4,10,10,7,bogo,True,True,False,True
True,M,60,66000.0,2017,2,27,5,5,5,bogo,True,True,True,True
False,M,42,50000.0,2017,8,13,3,7,7,discount,True,True,True,True
True,M,61,65000.0,2015,2,2,2,10,10,discount,True,True,True,True
False,M,86,66000.0,2018,6,15,10,10,7,bogo,True,True,False,True
False,M,25,38000.0,2018,2,6,3,7,7,discount,True,True,True,True
True,M,47,74000.0,2017,8,21,10,10,7,bogo,True,True,False,True
False,M,44,96000.0,2016,10,21,5,20,10,discount,True,False,True,False
False,F,76,98000.0,2015,12,17,10,10,7,bogo,True,True,False,True
True,M,24,39000.0,2016,10,10,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2018,1,2,5,5,7,bogo,True,True,True,False
True,F,22,49000.0,2016,11,15,2,10,10,discount,True,True,True,True
False,F,118,70598.23,2018,1,29,0,0,4,informational,True,True,True,False
False,F,118,70598.23,2015,8,7,3,7,7,discount,True,True,True,True
False,F,118,70598.23,2015,10,12,10,10,7,bogo,True,True,False,True
True,M,45,90000.0,2016,1,6,3,7,7,discount,True,True,True,True
True,F,69,87000.0,2017,2,25,3,7,7,discount,True,True,True,True
False,M,53,31000.0,2016,11,27,10,10,5,bogo,True,True,True,True
False,M,36,36000.0,2017,9,14,2,10,10,discount,True,True,True,True
False,M,18,66000.0,2018,1,25,0,0,4,informational,True,True,True,False
True,M,42,36000.0,2015,12,24,10,10,7,bogo,True,True,False,True
False,M,55,94000.0,2016,12,3,0,0,4,informational,True,True,True,False
True,M,49,77000.0,2018,2,10,3,7,7,discount,True,True,True,True
True,F,75,103000.0,2017,1,12,3,7,7,discount,True,True,True,True
True,F,79,70000.0,2017,12,11,5,5,5,bogo,True,True,True,True
True,M,25,47000.0,2016,5,12,3,7,7,discount,True,True,True,True
True,M,57,64000.0,2017,6,24,5,5,7,bogo,True,True,True,False
False,M,48,75000.0,2017,4,9,0,0,3,informational,True,True,False,True
True,O,33,70000.0,2016,2,9,10,10,7,bogo,True,True,False,True
True,F,45,87000.0,2015,9,17,10,10,5,bogo,True,True,True,True
False,M,51,44000.0,2018,2,20,3,7,7,discount,True,True,True,True
True,M,36,48000.0,2018,5,5,2,10,10,discount,True,True,True,True
True,M,30,55000.0,2018,6,21,3,7,7,discount,True,True,True,True
False,M,33,56000.0,2017,10,19,0,0,3,informational,True,True,False,True
True,M,88,62000.0,2016,4,15,5,5,5,bogo,True,True,True,True
False,M,29,31000.0,2018,3,23,0,0,4,informational,True,True,True,False
False,M,20,73000.0,2014,7,1,10,10,7,bogo,True,True,False,True
False,F,118,70598.23,2016,11,23,5,20,10,discount,True,False,True,False
True,F,55,78000.0,2016,6,18,2,10,10,discount,True,True,True,True
True,M,68,84000.0,2016,2,7,2,10,7,discount,True,True,True,False
False,F,118,70598.23,2016,6,2,0,0,4,informational,True,True,True,False
True,F,22,67000.0,2018,6,28,5,20,10,discount,True,False,True,False
False,M,59,87000.0,2018,6,10,10,10,7,bogo,True,True,False,True
True,M,61,71000.0,2016,8,10,2,10,10,discount,True,True,True,True
False,M,23,35000.0,2018,5,10,3,7,7,discount,True,True,True,True
False,M,59,93000.0,2017,12,4,0,0,3,informational,True,True,False,True
True,M,40,48000.0,2017,11,26,2,10,10,discount,True,True,True,True
True,M,64,108000.0,2016,8,31,10,10,7,bogo,True,True,False,True
False,M,45,57000.0,2015,4,14,10,10,5,bogo,True,True,True,True
False,F,53,74000.0,2017,5,26,0,0,4,informational,True,True,True,False
True,M,75,97000.0,2016,6,7,2,10,10,discount,True,True,True,True
True,F,118,70598.23,2015,10,28,5,5,7,bogo,True,True,True,False
True,F,73,98000.0,2017,8,8,10,10,5,bogo,True,True,True,True
True,F,28,65000.0,2018,1,20,3,7,7,discount,True,True,True,True
False,F,55,115000.0,2017,12,19,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2018,4,14,2,10,7,discount,True,True,True,False
True,M,55,83000.0,2015,12,30,10,10,5,bogo,True,True,True,True
True,F,79,72000.0,2017,12,21,2,10,7,discount,True,True,True,False
True,F,82,49000.0,2016,4,12,3,7,7,discount,True,True,True,True
False,M,55,40000.0,2016,5,8,10,10,5,bogo,True,True,True,True
True,F,48,32000.0,2017,8,7,5,5,7,bogo,True,True,True,False
False,F,118,70598.23,2018,2,20,0,0,3,informational,True,True,False,True
True,F,65,70000.0,2017,8,10,2,10,10,discount,True,True,True,True
True,F,48,53000.0,2016,10,18,3,7,7,discount,True,True,True,True
True,F,58,97000.0,2017,5,24,10,10,5,bogo,True,True,True,True
False,M,64,38000.0,2017,10,3,0,0,4,informational,True,True,True,False
True,M,82,62000.0,2017,9,12,5,5,5,bogo,True,True,True,True
False,F,60,57000.0,2013,8,20,0,0,3,informational,True,True,False,True
True,F,59,68000.0,2016,5,7,3,7,7,discount,True,True,True,True
True,M,29,49000.0,2017,11,15,10,10,7,bogo,True,True,False,True
True,M,54,88000.0,2016,9,15,2,10,10,discount,True,True,True,True
True,M,39,60000.0,2015,11,13,5,5,7,bogo,True,True,True,False
False,M,44,66000.0,2018,5,16,10,10,7,bogo,True,True,False,True
False,F,67,111000.0,2015,12,12,0,0,4,informational,True,True,True,False
True,M,52,54000.0,2015,8,22,2,10,10,discount,True,True,True,True
False,M,39,63000.0,2018,6,19,10,10,7,bogo,True,True,False,True
False,M,59,55000.0,2017,8,20,5,5,7,bogo,True,True,True,False
False,F,118,70598.23,2018,7,11,0,0,4,informational,True,True,True,False
True,F,118,70598.23,2015,8,1,5,5,5,bogo,True,True,True,True
True,F,46,69000.0,2016,7,12,2,10,7,discount,True,True,True,False
False,F,28,73000.0,2018,7,3,5,5,5,bogo,True,True,True,True
True,M,62,78000.0,2014,4,19,2,10,7,discount,True,True,True,False
False,F,67,71000.0,2016,12,26,0,0,3,informational,True,True,False,True
False,M,19,33000.0,2017,11,1,10,10,7,bogo,True,True,False,True
True,M,69,74000.0,2016,7,4,10,10,5,bogo,True,True,True,True
False,F,118,70598.23,2017,11,16,0,0,3,informational,True,True,False,True
True,M,41,79000.0,2017,8,20,10,10,7,bogo,True,True,False,True
True,M,46,72000.0,2017,6,25,2,10,10,discount,True,True,True,True
False,F,63,88000.0,2018,4,26,5,20,10,discount,True,False,True,False
True,M,45,71000.0,2016,5,24,5,20,10,discount,True,False,True,False
False,F,118,70598.23,2016,2,9,0,0,4,informational,True,True,True,False
True,M,64,70000.0,2017,3,5,5,20,10,discount,True,False,True,False
True,M,44,93000.0,2017,11,10,2,10,10,discount,True,True,True,True
True,F,48,90000.0,2017,12,5,5,20,10,discount,True,False,True,False
False,M,61,60000.0,2018,3,30,5,5,5,bogo,True,True,True,True
True,M,38,40000.0,2017,7,27,5,5,7,bogo,True,True,True,False
True,F,26,72000.0,2016,12,7,10,10,5,bogo,True,True,True,True
True,M,58,60000.0,2017,12,16,2,10,10,discount,True,True,True,True
True,F,118,70598.23,2015,12,30,3,7,7,discount,True,True,True,True
True,F,36,73000.0,2016,11,22,10,10,7,bogo,True,True,False,True
False,M,67,57000.0,2018,6,15,0,0,4,informational,True,True,True,False
False,M,40,53000.0,2018,2,27,0,0,3,informational,True,True,False,True
True,M,40,89000.0,2016,12,24,2,10,10,discount,True,True,True,True
False,F,73,100000.0,2017,12,21,10,10,5,bogo,True,True,True,True
False,F,52,113000.0,2017,9,25,10,10,7,bogo,True,True,False,True
False,F,42,48000.0,2016,8,13,10,10,5,bogo,True,True,True,True
True,M,74,82000.0,2016,9,14,5,20,10,discount,True,False,True,False
True,F,77,62000.0,2017,5,24,5,20,10,discount,True,False,True,False
False,M,68,59000.0,2018,1,27,10,10,5,bogo,True,True,True,True
True,M,65,39000.0,2017,10,11,10,10,7,bogo,True,True,False,True
False,M,63,32000.0,2017,10,31,2,10,7,discount,True,True,True,False
True,M,50,82000.0,2015,1,25,2,10,10,discount,True,True,True,True
True,F,118,70598.23,2017,1,18,5,5,5,bogo,True,True,True,True
False,F,49,101000.0,2016,2,7,0,0,4,informational,True,True,True,False
True,F,62,43000.0,2017,1,31,2,10,7,discount,True,True,True,False
False,M,40,57000.0,2018,3,10,3,7,7,discount,True,True,True,True
False,M,47,71000.0,2017,3,26,10,10,5,bogo,True,True,True,True
False,M,66,45000.0,2018,6,25,10,10,5,bogo,True,True,True,True
True,M,33,53000.0,2016,1,9,3,7,7,discount,True,True,True,True
True,M,65,58000.0,2016,2,11,10,10,7,bogo,True,True,False,True
False,F,65,76000.0,2018,5,10,0,0,4,informational,True,True,True,False
True,M,71,78000.0,2017,5,22,10,10,5,bogo,True,True,True,True
False,F,22,67000.0,2018,6,28,0,0,4,informational,True,True,True,False
True,M,51,35000.0,2017,10,5,2,10,10,discount,True,True,True,True
True,F,55,61000.0,2017,6,16,5,5,7,bogo,True,True,True,False
False,M,27,71000.0,2018,1,4,0,0,4,informational,True,True,True,False
False,M,25,36000.0,2014,8,20,0,0,4,informational,True,True,True,False
False,F,118,70598.23,2018,4,23,10,10,5,bogo,True,True,True,True
True,M,27,62000.0,2015,2,28,2,10,10,discount,True,True,True,True
True,F,53,75000.0,2016,5,12,10,10,7,bogo,True,True,False,True
True,M,41,41000.0,2017,5,29,5,5,7,bogo,True,True,True,False
False,F,37,93000.0,2015,12,26,0,0,3,informational,True,True,False,True
True,M,63,71000.0,2017,9,12,2,10,10,discount,True,True,True,True
True,F,43,77000.0,2017,10,9,5,5,5,bogo,True,True,True,True
True,M,56,88000.0,2016,3,25,2,10,7,discount,True,True,True,False
False,M,58,77000.0,2016,10,11,0,0,3,informational,True,True,False,True
False,M,60,97000.0,2018,7,16,10,10,5,bogo,True,True,True,True
True,M,57,67000.0,2016,6,28,5,20,10,discount,True,False,True,False
False,F,92,41000.0,2016,10,25,0,0,4,informational,True,True,True,False
False,F,45,40000.0,2017,8,23,0,0,3,informational,True,True,False,True
True,F,79,85000.0,2017,3,26,5,5,7,bogo,True,True,True,False
True,M,49,45000.0,2018,6,8,2,10,10,discount,True,True,True,True
True,M,56,42000.0,2017,11,1,5,20,10,discount,True,False,True,False
False,F,53,34000.0,2017,3,11,0,0,3,informational,True,True,False,True
False,M,43,42000.0,2016,1,12,10,10,5,bogo,True,True,True,True
True,M,24,51000.0,2018,5,8,5,20,10,discount,True,False,True,False
True,M,57,77000.0,2017,9,8,2,10,7,discount,True,True,True,False
False,F,56,38000.0,2017,9,20,10,10,7,bogo,True,True,False,True
False,F,118,70598.23,2018,1,6,10,10,7,bogo,True,True,False,True
True,M,69,84000.0,2018,4,3,5,5,7,bogo,True,True,True,False
False,M,61,56000.0,2017,7,27,0,0,3,informational,True,True,False,True
False,F,55,96000.0,2017,1,12,0,0,3,informational,True,True,False,True
False,F,61,47000.0,2018,2,3,5,5,5,bogo,True,True,True,True
False,F,63,62000.0,2017,10,16,3,7,7,discount,True,True,True,True
False,M,49,70000.0,2016,8,26,0,0,4,informational,True,True,True,False
True,F,65,68000.0,2016,1,27,10,10,5,bogo,True,True,True,True
False,M,52,65000.0,2013,7,30,0,0,3,informational,True,True,False,True
False,M,43,91000.0,2018,2,28,5,5,5,bogo,True,True,True,True
True,M,37,41000.0,2017,11,5,5,5,7,bogo,True,True,True,False
True,F,65,114000.0,2015,12,20,10,10,7,bogo,True,True,False,True
True,F,48,72000.0,2017,9,16,3,7,7,discount,True,True,True,True
False,F,77,75000.0,2018,1,1,0,0,4,informational,True,True,True,False
True,F,65,35000.0,2016,4,21,2,10,7,discount,True,True,True,False
True,M,57,84000.0,2017,8,17,5,5,5,bogo,True,True,True,True
True,F,43,60000.0,2018,5,16,10,10,7,bogo,True,True,False,True
True,M,38,67000.0,2016,2,24,10,10,5,bogo,True,True,True,True
False,F,56,93000.0,2018,6,6,0,0,4,informational,True,True,True,False
False,F,84,109000.0,2017,8,18,5,5,5,bogo,True,True,True,True
True,F,65,116000.0,2016,5,24,5,5,5,bogo,True,True,True,True
False,M,85,47000.0,2018,7,2,0,0,4,informational,True,True,True,False
False,F,77,83000.0,2017,11,14,0,0,4,informational,True,True,True,False
False,F,118,70598.23,2018,5,30,10,10,7,bogo,True,True,False,True
False,M,19,52000.0,2017,12,19,5,5,7,bogo,True,True,True,False
False,F,65,80000.0,2018,1,12,0,0,4,informational,True,True,True,False
False,F,118,70598.23,2017,9,4,0,0,3,informational,True,True,False,True
True,F,80,52000.0,2017,12,4,3,7,7,discount,True,True,True,True
False,M,65,55000.0,2016,12,23,5,5,7,bogo,True,True,True,False
True,F,20,54000.0,2016,1,11,3,7,7,discount,True,True,True,True
False,F,118,70598.23,2017,8,8,5,5,7,bogo,True,True,True,False
True,F,40,78000.0,2017,3,28,10,10,5,bogo,True,True,True,True
False,F,57,79000.0,2018,6,1,0,0,3,informational,True,True,False,True
False,M,63,44000.0,2018,4,1,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2015,9,19,5,5,5,bogo,True,True,True,True
True,F,50,58000.0,2018,2,12,3,7,7,discount,True,True,True,True
True,M,34,46000.0,2017,10,4,5,5,7,bogo,True,True,True,False
False,F,56,44000.0,2017,10,20,3,7,7,discount,True,True,True,True
True,F,40,57000.0,2017,8,23,5,20,10,discount,True,False,True,False
True,F,65,74000.0,2016,1,18,3,7,7,discount,True,True,True,True
True,F,71,73000.0,2015,10,13,10,10,7,bogo,True,True,False,True
True,M,66,86000.0,2017,10,13,10,10,5,bogo,True,True,True,True
True,F,58,51000.0,2016,2,28,3,7,7,discount,True,True,True,True
False,M,75,35000.0,2017,3,1,0,0,3,informational,True,True,False,True
False,M,70,57000.0,2018,6,30,10,10,5,bogo,True,True,True,True
True,F,100,47000.0,2017,11,26,10,10,5,bogo,True,True,True,True
False,F,65,93000.0,2018,7,20,0,0,3,informational,True,True,False,True
False,M,67,65000.0,2014,10,14,0,0,4,informational,True,True,True,False
True,M,38,86000.0,2017,8,19,10,10,5,bogo,True,True,True,True
False,M,47,60000.0,2017,8,27,5,5,5,bogo,True,True,True,True
False,M,56,34000.0,2018,2,26,5,20,10,discount,True,False,True,False
False,F,43,68000.0,2017,12,8,0,0,4,informational,True,True,True,False
True,M,34,48000.0,2018,3,1,2,10,7,discount,True,True,True,False
False,M,62,36000.0,2017,12,31,3,7,7,discount,True,True,True,True
True,M,72,56000.0,2017,9,21,3,7,7,discount,True,True,True,True
True,F,52,67000.0,2018,6,21,2,10,10,discount,True,True,True,True
True,F,52,97000.0,2016,8,20,10,10,5,bogo,True,True,True,True
True,F,74,82000.0,2016,9,9,5,5,7,bogo,True,True,True,False
False,M,77,51000.0,2016,7,30,5,5,5,bogo,True,True,True,True
True,F,118,70598.23,2016,4,5,2,10,7,discount,True,True,True,False
True,F,60,54000.0,2017,9,17,5,5,7,bogo,True,True,True,False
False,F,118,70598.23,2017,12,25,3,7,7,discount,True,True,True,True
True,M,22,31000.0,2016,2,26,10,10,5,bogo,True,True,True,True
False,F,28,68000.0,2016,10,11,0,0,4,informational,True,True,True,False
True,M,64,67000.0,2018,6,15,5,5,5,bogo,True,True,True,True
True,M,70,58000.0,2017,12,31,5,5,5,bogo,True,True,True,True
False,F,118,70598.23,2018,3,17,3,7,7,discount,True,True,True,True
False,F,60,32000.0,2018,4,16,0,0,4,informational,True,True,True,False
True,F,48,33000.0,2017,3,1,10,10,7,bogo,True,True,False,True
True,F,50,90000.0,2017,9,7,2,10,10,discount,True,True,True,True
True,M,57,80000.0,2018,6,4,5,5,5,bogo,True,True,True,True
False,F,54,63000.0,2016,3,28,0,0,3,informational,True,True,False,True
False,F,118,70598.23,2017,4,28,2,10,10,discount,True,True,True,True
True,M,35,35000.0,2015,12,16,10,10,5,bogo,True,True,True,True
True,F,45,51000.0,2016,4,30,2,10,7,discount,True,True,True,False
False,F,78,30000.0,2017,9,10,5,20,10,discount,True,False,True,False
True,F,65,113000.0,2017,12,1,3,7,7,discount,True,True,True,True
False,M,25,73000.0,2017,12,19,10,10,5,bogo,True,True,True,True
True,M,56,76000.0,2017,12,14,2,10,10,discount,True,True,True,True
False,F,79,83000.0,2017,7,6,0,0,3,informational,True,True,False,True
False,F,60,88000.0,2018,6,28,5,5,5,bogo,True,True,True,True
True,F,61,84000.0,2017,8,18,10,10,7,bogo,True,True,False,True
True,F,28,35000.0,2017,4,4,10,10,7,bogo,True,True,False,True
False,M,67,39000.0,2018,1,11,2,10,10,discount,True,True,True,True
False,M,58,44000.0,2017,10,31,0,0,4,informational,True,True,True,False
False,F,52,65000.0,2018,4,23,10,10,7,bogo,True,True,False,True
False,F,66,85000.0,2015,9,6,10,10,5,bogo,True,True,True,True
True,F,55,74000.0,2017,11,23,5,5,5,bogo,True,True,True,True
True,F,72,87000.0,2017,1,13,3,7,7,discount,True,True,True,True
False,F,118,70598.23,2018,5,13,2,10,10,discount,True,True,True,True
True,M,59,45000.0,2015,9,3,2,10,7,discount,True,True,True,False
False,M,27,33000.0,2018,7,9,5,5,5,bogo,True,True,True,True
False,M,19,69000.0,2017,9,15,5,5,5,bogo,True,True,True,True
False,M,52,62000.0,2017,9,22,5,5,5,bogo,True,True,True,True
False,F,23,31000.0,2015,5,22,10,10,5,bogo,True,True,True,True
False,M,26,67000.0,2018,5,21,10,10,7,bogo,True,True,False,True
False,F,118,70598.23,2017,8,22,2,10,10,discount,True,True,True,True
False,M,50,43000.0,2018,6,16,0,0,4,informational,True,True,True,False
True,F,45,95000.0,2015,1,17,5,20,10,discount,True,False,True,False
False,M,58,48000.0,2014,2,16,2,10,10,discount,True,True,True,True
True,F,45,61000.0,2015,4,21,2,10,10,discount,True,True,True,True
False,M,47,73000.0,2017,8,28,10,10,7,bogo,True,True,False,True
True,M,64,42000.0,2015,11,7,10,10,7,bogo,True,True,False,True
False,F,118,70598.23,2017,9,12,2,10,7,discount,True,True,True,False
False,M,49,89000.0,2016,3,8,0,0,4,informational,True,True,True,False
True,F,118,70598.23,2015,9,27,2,10,10,discount,True,True,True,True
True,M,52,59000.0,2017,10,7,5,5,7,bogo,True,True,True,False
False,F,42,65000.0,2015,9,28,0,0,3,informational,True,True,False,True
False,F,37,52000.0,2018,2,23,5,20,10,discount,True,False,True,False
True,F,80,70000.0,2017,7,13,10,10,5,bogo,True,True,True,True
False,F,24,42000.0,2013,10,13,10,10,5,bogo,True,True,True,True
True,M,83,42000.0,2013,8,28,2,10,10,discount,True,True,True,True
True,M,58,76000.0,2017,7,7,5,5,7,bogo,True,True,True,False
False,M,21,46000.0,2017,9,18,10,10,5,bogo,True,True,True,True
True,F,35,59000.0,2016,2,25,5,5,5,bogo,True,True,True,True
True,F,79,77000.0,2017,11,5,10,10,5,bogo,True,True,True,True
False,F,27,66000.0,2016,12,31,0,0,4,informational,True,True,True,False
True,M,45,53000.0,2016,8,17,2,10,7,discount,True,True,True,False
True,M,51,75000.0,2017,1,31,10,10,5,bogo,True,True,True,True
False,O,89,88000.0,2018,5,29,10,10,5,bogo,True,True,True,True
False,M,42,51000.0,2016,12,21,0,0,3,informational,True,True,False,True
True,F,53,91000.0,2017,1,29,2,10,10,discount,True,True,True,True
False,F,74,67000.0,2016,12,9,0,0,4,informational,True,True,True,False
False,M,63,51000.0,2014,4,19,0,0,4,informational,True,True,True,False
True,F,118,70598.23,2017,12,9,5,5,7,bogo,True,True,True,False
True,F,51,51000.0,2017,11,20,10,10,7,bogo,True,True,False,True
False,F,118,70598.23,2017,10,30,10,10,7,bogo,True,True,False,True
False,M,66,42000.0,2017,11,6,0,0,3,informational,True,True,False,True
False,M,34,55000.0,2016,8,7,0,0,4,informational,True,True,True,False
False,F,72,76000.0,2018,3,6,3,7,7,discount,True,True,True,True
False,M,80,73000.0,2017,12,13,5,5,5,bogo,True,True,True,True
True,F,41,44000.0,2017,7,3,3,7,7,discount,True,True,True,True
False,M,35,40000.0,2017,10,22,2,10,10,discount,True,True,True,True
False,M,34,50000.0,2014,8,24,0,0,3,informational,True,True,False,True
True,F,93,79000.0,2016,1,28,10,10,7,bogo,True,True,False,True
True,M,84,53000.0,2017,3,7,5,20,10,discount,True,False,True,False
