,gender,age,income,became_member_on_year,became_member_on_month,became_member_on_day,reward,difficulty,duration,offer_type,email,mobile,web,social,is_offer_completed
31531,F,118,70598.23,2017,4,19,5,5,5,bogo,True,True,True,True,True
31532,F,118,70598.23,2015,11,5,2,10,10,discount,True,True,True,True,False
31533,M,45,48000.0,2018,4,20,10,10,7,bogo,True,True,False,True,False
31534,F,90,72000.0,2018,1,1,0,0,4,informational,True,True,True,False,False
31535,F,20,60000.0,2018,2,3,3,7,7,discount,True,True,True,True,False
31536,F,48,74000.0,2015,1,1,5,5,5,bogo,True,True,True,True,True
31537,M,94,50000.0,2015,8,9,2,10,10,discount,True,True,True,True,True
31538,O,20,58000.0,2018,5,12,3,7,7,discount,True,True,True,True,True
31539,M,22,43000.0,2018,1,15,0,0,3,informational,True,True,False,True,False
31540,M,49,54000.0,2016,8,18,5,5,7,bogo,True,True,True,False,True
31541,F,73,37000.0,2018,3,17,10,10,5,bogo,True,True,True,True,False
31542,F,50,82000.0,2016,10,22,3,7,7,discount,True,True,True,True,True
31543,M,97,69000.0,2017,7,8,2,10,10,discount,True,True,True,True,True
31544,M,70,57000.0,2018,5,20,10,10,5,bogo,True,True,True,True,True
31545,M,62,83000.0,2015,2,25,3,7,7,discount,True,True,True,True,True
31546,M,81,85000.0,2016,12,23,2,10,10,discount,True,True,True,True,True
31547,M,48,74000.0,2017,10,9,5,5,5,bogo,True,True,True,True,False
31548,F,30,54000.0,2018,2,5,10,10,5,bogo,True,True,True,True,False
31549,M,20,33000.0,2015,12,14,0,0,3,informational,True,True,False,True,False
31550,F,66,73000.0,2016,1,24,5,5,7,bogo,True,True,True,False,True
31551,M,29,50000.0,2016,4,30,2,10,10,discount,True,True,True,True,False
31552,F,56,110000.0,2017,12,7,5,5,5,bogo,True,True,True,True,True
31553,F,49,108000.0,2017,6,5,3,7,7,discount,True,True,True,True,False
31554,F,49,67000.0,2018,1,6,10,10,5,bogo,True,True,True,True,True
31555,O,20,58000.0,2018,5,12,2,10,10,discount,True,True,True,True,True
31556,F,54,78000.0,2018,4,25,3,7,7,discount,True,True,True,True,True
31557,M,44,39000.0,2017,11,25,2,10,10,discount,True,True,True,True,False
31558,F,68,51000.0,2017,10,7,3,7,7,discount,True,True,True,True,False
31559,M,55,95000.0,2016,9,9,10,10,7,bogo,True,True,False,True,True
31560,F,83,99000.0,2018,1,5,5,5,5,bogo,True,True,True,True,False
31561,F,41,51000.0,2016,7,23,5,20,10,discount,True,False,True,False,True
31562,M,43,85000.0,2015,12,12,10,10,5,bogo,True,True,True,True,False
31563,M,66,77000.0,2016,6,27,5,5,5,bogo,True,True,True,True,True
31564,F,61,33000.0,2017,8,17,5,5,5,bogo,True,True,True,True,True
31565,M,31,38000.0,2018,2,22,0,0,3,informational,True,True,False,True,False
31566,F,118,70598.23,2017,9,13,3,7,7,discount,True,True,True,True,False
31567,F,118,70598.23,2017,8,21,3,7,7,discount,True,True,True,True,False
31568,F,118,70598.23,2017,9,6,5,5,5,bogo,True,True,True,True,False
31569,F,50,66000.0,2017,5,15,3,7,7,discount,True,True,True,True,True
31570,F,64,36000.0,2017,12,1,5,5,5,bogo,True,True,True,True,True
31571,M,18,40000.0,2018,4,17,0,0,3,informational,True,True,False,True,False
31572,M,56,67000.0,2016,3,23,5,5,5,bogo,True,True,True,True,True
31573,F,68,72000.0,2016,9,24,10,10,7,bogo,True,True,False,True,True
31574,M,51,100000.0,2018,5,12,0,0,3,informational,True,True,False,True,False
31575,F,118,70598.23,2018,1,5,0,0,3,informational,True,True,False,True,False
31576,F,118,70598.23,2014,9,19,0,0,4,informational,True,True,True,False,False
31577,M,82,43000.0,2016,8,28,10,10,5,bogo,True,True,True,True,False
31578,M,48,73000.0,2017,6,15,2,10,10,discount,True,True,True,True,True
31579,F,77,80000.0,2016,2,19,0,0,4,informational,True,True,True,False,False
31580,F,28,57000.0,2017,10,16,0,0,3,informational,True,True,False,True,False
31581,M,77,88000.0,2015,9,19,0,0,3,informational,True,True,False,True,False
31582,M,54,79000.0,2015,10,26,5,5,5,bogo,True,True,True,True,True
31583,M,63,50000.0,2016,2,20,10,10,5,bogo,True,True,True,True,True
31584,F,72,77000.0,2017,9,23,2,10,10,discount,True,True,True,True,False
31585,F,64,79000.0,2018,3,25,10,10,7,bogo,True,True,False,True,False
31586,F,69,115000.0,2018,2,26,10,10,5,bogo,True,True,True,True,False
31587,M,59,54000.0,2015,1,23,2,10,10,discount,True,True,True,True,True
31588,M,76,56000.0,2015,11,14,10,10,5,bogo,True,True,True,True,True
31589,M,48,38000.0,2017,10,28,0,0,4,informational,True,True,True,False,False
31590,F,118,70598.23,2014,2,5,10,10,5,bogo,True,True,True,True,False
31591,F,118,70598.23,2013,9,20,2,10,10,discount,True,True,True,True,False
31592,F,59,91000.0,2016,9,26,0,0,3,informational,True,True,False,True,False
31593,M,41,68000.0,2014,11,5,10,10,5,bogo,True,True,True,True,False
31594,F,118,70598.23,2016,4,19,5,20,10,discount,True,False,True,False,False
31595,M,54,35000.0,2018,4,29,10,10,7,bogo,True,True,False,True,True
31596,M,65,94000.0,2018,2,23,2,10,10,discount,True,True,True,True,False
31597,M,29,62000.0,2014,3,22,2,10,10,discount,True,True,True,True,True
31598,M,58,113000.0,2017,8,6,2,10,10,discount,True,True,True,True,False
31599,F,101,99000.0,2015,5,26,5,20,10,discount,True,False,True,False,False
31600,M,62,65000.0,2018,4,9,10,10,7,bogo,True,True,False,True,False
31601,M,39,33000.0,2018,2,17,10,10,5,bogo,True,True,True,True,True
31602,M,51,48000.0,2017,2,28,10,10,7,bogo,True,True,False,True,False
31603,M,48,69000.0,2017,3,21,5,20,10,discount,True,False,True,False,True
31604,M,59,108000.0,2017,8,27,2,10,10,discount,True,True,True,True,True
31605,F,58,64000.0,2016,3,7,5,5,7,bogo,True,True,True,False,True
31606,M,40,56000.0,2017,4,27,10,10,7,bogo,True,True,False,True,True
31607,F,44,87000.0,2018,6,9,10,10,5,bogo,True,True,True,True,True
31608,F,118,70598.23,2015,10,24,2,10,7,discount,True,True,True,False,False
31609,F,38,47000.0,2018,6,14,5,5,5,bogo,True,True,True,True,True
31610,F,118,70598.23,2018,6,15,5,5,5,bogo,True,True,True,True,False
31611,M,58,73000.0,2018,4,22,2,10,10,discount,True,True,True,True,True
31612,F,20,54000.0,2016,1,11,0,0,4,informational,True,True,True,False,False
31613,M,83,97000.0,2017,8,27,0,0,4,informational,True,True,True,False,False
31614,M,25,50000.0,2017,7,3,10,10,7,bogo,True,True,False,True,True
31615,F,118,70598.23,2017,8,28,0,0,4,informational,True,True,True,False,False
31616,F,56,91000.0,2018,7,20,2,10,10,discount,True,True,True,True,True
31617,M,18,66000.0,2018,1,25,5,5,5,bogo,True,True,True,True,False
31618,M,27,50000.0,2018,7,12,10,10,5,bogo,True,True,True,True,False
31619,M,59,69000.0,2015,6,29,5,5,7,bogo,True,True,True,False,True
31620,F,59,57000.0,2017,10,23,3,7,7,discount,True,True,True,True,True
31621,M,51,93000.0,2015,8,26,2,10,7,discount,True,True,True,False,True
31622,M,45,49000.0,2018,3,14,5,5,5,bogo,True,True,True,True,False
31623,F,59,105000.0,2018,5,3,2,10,10,discount,True,True,True,True,True
31624,M,21,45000.0,2017,9,16,3,7,7,discount,True,True,True,True,True
31625,M,79,32000.0,2018,3,16,5,5,7,bogo,True,True,True,False,False
31626,F,118,70598.23,2016,9,22,2,10,10,discount,True,True,True,True,False
31627,M,64,47000.0,2017,10,15,5,20,10,discount,True,False,True,False,True
31628,F,118,70598.23,2018,4,16,2,10,10,discount,True,True,True,True,False
31629,M,52,87000.0,2018,5,11,0,0,4,informational,True,True,True,False,False
31630,M,54,56000.0,2018,2,7,0,0,4,informational,True,True,True,False,False
31631,M,54,37000.0,2018,7,2,0,0,4,informational,True,True,True,False,False
31632,M,37,44000.0,2017,10,21,10,10,5,bogo,True,True,True,True,False
31633,F,68,61000.0,2016,9,18,3,7,7,discount,True,True,True,True,True
31634,F,118,70598.23,2018,3,27,10,10,5,bogo,True,True,True,True,False
31635,M,61,74000.0,2015,9,5,0,0,3,informational,True,True,False,True,False
31636,F,49,59000.0,2016,5,19,5,5,5,bogo,True,True,True,True,True
31637,M,52,72000.0,2017,12,12,0,0,3,informational,True,True,False,True,False
31638,F,62,72000.0,2018,1,23,5,5,5,bogo,True,True,True,True,True
31639,O,55,84000.0,2017,12,29,2,10,7,discount,True,True,True,False,True
31640,M,39,77000.0,2015,12,20,0,0,4,informational,True,True,True,False,False
31641,F,49,50000.0,2018,1,4,10,10,5,bogo,True,True,True,True,True
31642,F,118,70598.23,2017,5,23,2,10,7,discount,True,True,True,False,False
31643,F,50,70000.0,2015,6,19,10,10,7,bogo,True,True,False,True,False
31644,M,66,54000.0,2014,3,12,10,10,7,bogo,True,True,False,True,False
31645,F,45,78000.0,2017,8,7,10,10,7,bogo,True,True,False,True,True
31646,M,31,51000.0,2018,6,15,5,5,5,bogo,True,True,True,True,False
31647,M,32,69000.0,2016,7,11,0,0,3,informational,True,True,False,True,False
31648,M,86,97000.0,2016,1,30,0,0,3,informational,True,True,False,True,False
31649,M,84,75000.0,2018,2,14,5,5,7,bogo,True,True,True,False,True
31650,M,51,76000.0,2015,9,23,0,0,3,informational,True,True,False,True,False
31651,M,24,62000.0,2018,7,7,5,5,5,bogo,True,True,True,True,True
31652,M,62,96000.0,2018,1,7,2,10,10,discount,True,True,True,True,True
31653,F,77,74000.0,2018,7,18,10,10,5,bogo,True,True,True,True,True
31654,F,56,30000.0,2017,10,9,10,10,7,bogo,True,True,False,True,False
31655,M,40,33000.0,2015,5,28,2,10,7,discount,True,True,True,False,True
31656,M,22,63000.0,2018,5,18,0,0,3,informational,True,True,False,True,False
31657,F,118,70598.23,2016,10,8,0,0,4,informational,True,True,True,False,False
31658,F,118,70598.23,2018,3,27,10,10,7,bogo,True,True,False,True,False
31659,M,61,78000.0,2017,10,14,0,0,4,informational,True,True,True,False,False
31660,F,118,70598.23,2016,8,29,2,10,7,discount,True,True,True,False,False
31661,F,67,98000.0,2017,12,17,5,5,7,bogo,True,True,True,False,True
31662,F,118,70598.23,2017,9,1,10,10,5,bogo,True,True,True,True,True
31663,M,53,92000.0,2015,11,16,5,5,7,bogo,True,True,True,False,True
31664,F,54,51000.0,2018,2,24,5,20,10,discount,True,False,True,False,True
31665,F,118,70598.23,2016,3,1,0,0,3,informational,True,True,False,True,False
31666,F,63,79000.0,2017,10,29,10,10,7,bogo,True,True,False,True,True
31667,M,54,36000.0,2018,3,25,3,7,7,discount,True,True,True,True,True
31668,M,62,39000.0,2018,3,12,10,10,5,bogo,True,True,True,True,False
31669,M,58,96000.0,2017,1,13,10,10,5,bogo,True,True,True,True,True
31670,F,94,85000.0,2017,3,26,10,10,7,bogo,True,True,False,True,True
31671,F,55,78000.0,2016,6,18,5,20,10,discount,True,False,True,False,True
31672,F,75,59000.0,2018,7,15,0,0,3,informational,True,True,False,True,False
31673,F,72,57000.0,2017,12,18,3,7,7,discount,True,True,True,True,True
31674,M,56,55000.0,2017,12,13,0,0,3,informational,True,True,False,True,False
31675,M,41,83000.0,2018,5,3,5,20,10,discount,True,False,True,False,False
31676,F,55,62000.0,2018,6,13,3,7,7,discount,True,True,True,True,False
31677,M,72,104000.0,2016,11,21,3,7,7,discount,True,True,True,True,True
31678,M,28,48000.0,2015,8,25,0,0,3,informational,True,True,False,True,False
31679,F,65,67000.0,2017,9,7,5,20,10,discount,True,False,True,False,True
31680,F,43,33000.0,2017,10,26,5,5,5,bogo,True,True,True,True,True
31681,F,118,70598.23,2017,12,7,2,10,10,discount,True,True,True,True,True
31682,F,36,61000.0,2016,1,31,2,10,10,discount,True,True,True,True,True
31683,F,118,70598.23,2015,12,13,0,0,3,informational,True,True,False,True,False
31684,M,61,94000.0,2018,6,12,2,10,10,discount,True,True,True,True,True
31685,M,19,59000.0,2017,11,26,3,7,7,discount,True,True,True,True,True
31686,F,81,74000.0,2017,4,1,0,0,3,informational,True,True,False,True,False
31687,M,51,55000.0,2018,4,17,0,0,3,informational,True,True,False,True,False
31688,M,33,60000.0,2017,3,23,2,10,7,discount,True,True,True,False,False
31689,M,35,49000.0,2015,9,1,2,10,10,discount,True,True,True,True,True
31690,F,38,55000.0,2016,6,24,10,10,5,bogo,True,True,True,True,True
31691,F,62,86000.0,2017,5,4,5,5,7,bogo,True,True,True,False,True
31692,M,32,74000.0,2018,7,11,3,7,7,discount,True,True,True,True,True
31693,M,53,111000.0,2017,10,26,10,10,5,bogo,True,True,True,True,True
31694,M,84,66000.0,2015,5,2,0,0,4,informational,True,True,True,False,False
31695,M,65,52000.0,2015,12,26,3,7,7,discount,True,True,True,True,False
31696,F,49,66000.0,2017,6,23,0,0,4,informational,True,True,True,False,False
31697,M,62,74000.0,2015,5,24,2,10,7,discount,True,True,True,False,True
31698,F,118,70598.23,2017,4,11,10,10,7,bogo,True,True,False,True,False
31699,M,61,71000.0,2017,9,11,5,5,5,bogo,True,True,True,True,True
31700,M,37,60000.0,2017,1,24,2,10,7,discount,True,True,True,False,True
31701,F,65,70000.0,2018,2,7,5,20,10,discount,True,False,True,False,False
31702,F,118,70598.23,2017,5,27,5,5,5,bogo,True,True,True,True,True
31703,M,36,31000.0,2018,4,24,2,10,10,discount,True,True,True,True,True
31704,F,57,73000.0,2017,5,14,5,5,7,bogo,True,True,True,False,True
31705,M,65,74000.0,2017,10,23,5,5,7,bogo,True,True,True,False,True
31706,F,70,59000.0,2016,12,21,2,10,7,discount,True,True,True,False,True
31707,F,65,76000.0,2018,5,10,0,0,3,informational,True,True,False,True,False
31708,M,76,50000.0,2014,4,11,0,0,4,informational,True,True,True,False,False
31709,F,118,70598.23,2016,3,13,0,0,3,informational,True,True,False,True,False
31710,F,118,70598.23,2016,11,10,5,5,5,bogo,True,True,True,True,True
31711,M,66,62000.0,2017,7,26,5,5,5,bogo,True,True,True,True,True
31712,F,48,91000.0,2017,11,5,0,0,3,informational,True,True,False,True,False
31713,F,118,70598.23,2018,1,26,10,10,7,bogo,True,True,False,True,False
31714,F,68,58000.0,2015,3,7,0,0,3,informational,True,True,False,True,False
31715,M,76,50000.0,2018,3,24,5,5,5,bogo,True,True,True,True,True
31716,M,39,71000.0,2017,4,27,2,10,10,discount,True,True,True,True,True
31717,F,53,72000.0,2018,2,28,10,10,5,bogo,True,True,True,True,False
31718,M,71,59000.0,2018,3,2,2,10,10,discount,True,True,True,True,False
31719,F,50,65000.0,2017,8,17,0,0,4,informational,True,True,True,False,False
31720,M,52,43000.0,2017,1,17,3,7,7,discount,True,True,True,True,True
31721,M,25,61000.0,2015,9,27,10,10,5,bogo,True,True,True,True,False
31722,F,118,70598.23,2017,8,2,10,10,5,bogo,True,True,True,True,True
31723,M,67,88000.0,2016,12,15,2,10,7,discount,True,True,True,False,True
31724,F,88,73000.0,2017,5,11,0,0,4,informational,True,True,True,False,False
31725,M,70,80000.0,2014,9,18,5,5,5,bogo,True,True,True,True,True
31726,M,57,80000.0,2017,4,15,5,20,10,discount,True,False,True,False,True
31727,F,53,76000.0,2015,12,16,2,10,10,discount,True,True,True,True,True
31728,F,118,70598.23,2016,12,11,2,10,10,discount,True,True,True,True,False
31729,F,48,72000.0,2017,6,27,3,7,7,discount,True,True,True,True,True
31730,M,22,72000.0,2018,1,30,5,5,7,bogo,True,True,True,False,False
31731,M,56,63000.0,2017,12,6,5,20,10,discount,True,False,True,False,False
31732,M,24,57000.0,2016,6,22,3,7,7,discount,True,True,True,True,True
31733,M,60,71000.0,2018,6,21,5,5,5,bogo,True,True,True,True,True
31734,F,118,70598.23,2017,12,16,2,10,10,discount,True,True,True,True,False
31735,M,55,66000.0,2017,12,3,10,10,7,bogo,True,True,False,True,True
31736,M,64,32000.0,2018,5,28,2,10,10,discount,True,True,True,True,False
31737,M,69,99000.0,2016,3,2,10,10,5,bogo,True,True,True,True,True
31738,F,118,70598.23,2018,5,20,5,5,7,bogo,True,True,True,False,False
31739,M,61,71000.0,2016,8,10,10,10,7,bogo,True,True,False,True,True
31740,F,70,36000.0,2017,1,19,5,5,5,bogo,True,True,True,True,True
31741,M,31,45000.0,2017,12,27,5,5,7,bogo,True,True,True,False,False
31742,M,40,68000.0,2015,2,26,0,0,3,informational,True,True,False,True,False
31743,F,49,79000.0,2018,1,10,5,20,10,discount,True,False,True,False,False
31744,M,71,32000.0,2017,10,11,3,7,7,discount,True,True,True,True,True
31745,M,27,33000.0,2014,4,15,3,7,7,discount,True,True,True,True,True
31746,M,67,39000.0,2018,1,13,5,5,5,bogo,True,True,True,True,False
31747,M,44,59000.0,2016,11,11,10,10,7,bogo,True,True,False,True,True
31748,M,63,116000.0,2016,3,24,10,10,5,bogo,True,True,True,True,True
31749,F,56,73000.0,2017,9,17,5,5,5,bogo,True,True,True,True,True
31750,F,118,70598.23,2018,3,8,5,5,5,bogo,True,True,True,True,True
31751,F,41,64000.0,2016,2,5,2,10,10,discount,True,True,True,True,True
31752,M,67,87000.0,2017,12,19,2,10,7,discount,True,True,True,False,False
31753,M,26,66000.0,2018,4,7,2,10,10,discount,True,True,True,True,True
31754,F,18,53000.0,2013,10,7,3,7,7,discount,True,True,True,True,True
31755,M,69,48000.0,2017,11,2,5,5,5,bogo,True,True,True,True,False
31756,F,118,70598.23,2017,2,7,0,0,4,informational,True,True,True,False,False
31757,F,47,33000.0,2017,12,21,2,10,7,discount,True,True,True,False,False
31758,M,53,92000.0,2017,8,4,2,10,10,discount,True,True,True,True,True
31759,F,32,69000.0,2018,3,12,10,10,5,bogo,True,True,True,True,True
31760,M,71,51000.0,2015,11,1,0,0,4,informational,True,True,True,False,False
31761,F,71,61000.0,2017,3,28,5,5,7,bogo,True,True,True,False,True
31762,F,58,87000.0,2017,11,22,0,0,3,informational,True,True,False,True,False
31763,M,58,112000.0,2018,6,24,3,7,7,discount,True,True,True,True,True
31764,M,52,66000.0,2015,9,16,10,10,7,bogo,True,True,False,True,True
31765,M,59,54000.0,2017,10,12,0,0,4,informational,True,True,True,False,False
31766,F,118,70598.23,2018,2,1,2,10,7,discount,True,True,True,False,False
31767,F,118,70598.23,2015,5,16,10,10,7,bogo,True,True,False,True,False
31768,F,75,75000.0,2017,11,21,0,0,3,informational,True,True,False,True,False
31769,M,70,56000.0,2018,6,19,2,10,10,discount,True,True,True,True,False
31770,F,83,99000.0,2018,1,12,3,7,7,discount,True,True,True,True,True
31771,M,59,65000.0,2017,10,9,0,0,4,informational,True,True,True,False,False
31772,M,47,59000.0,2014,6,3,2,10,10,discount,True,True,True,True,True
31773,M,61,34000.0,2013,12,5,10,10,5,bogo,True,True,True,True,False
31774,F,56,60000.0,2017,12,6,2,10,10,discount,True,True,True,True,False
31775,F,118,70598.23,2017,4,3,3,7,7,discount,True,True,True,True,True
31776,F,118,70598.23,2015,12,22,2,10,7,discount,True,True,True,False,False
31777,F,58,67000.0,2016,12,24,2,10,7,discount,True,True,True,False,True
31778,F,118,70598.23,2017,7,8,10,10,7,bogo,True,True,False,True,False
31779,F,66,55000.0,2017,10,2,10,10,5,bogo,True,True,True,True,True
31780,F,71,56000.0,2018,4,8,3,7,7,discount,True,True,True,True,True
31781,M,44,32000.0,2017,3,14,3,7,7,discount,True,True,True,True,True
31782,F,84,61000.0,2017,4,25,10,10,7,bogo,True,True,False,True,True
31783,M,64,100000.0,2017,9,9,10,10,7,bogo,True,True,False,True,True
31784,M,58,63000.0,2014,2,4,5,5,7,bogo,True,True,True,False,False
31785,F,118,70598.23,2016,8,17,10,10,7,bogo,True,True,False,True,False
31786,F,118,70598.23,2017,6,3,10,10,7,bogo,True,True,False,True,False
31787,M,43,85000.0,2015,12,12,5,20,10,discount,True,False,True,False,True
31788,M,70,60000.0,2015,12,10,5,5,5,bogo,True,True,True,True,True
31789,M,78,78000.0,2016,4,11,10,10,7,bogo,True,True,False,True,True
31790,M,42,31000.0,2015,7,23,5,5,5,bogo,True,True,True,True,False
31791,F,42,53000.0,2017,12,29,3,7,7,discount,True,True,True,True,True
31792,F,57,95000.0,2018,5,18,2,10,10,discount,True,True,True,True,False
31793,F,35,31000.0,2018,5,1,10,10,5,bogo,True,True,True,True,True
31794,M,55,97000.0,2017,9,30,5,20,10,discount,True,False,True,False,False
31795,F,118,70598.23,2015,11,27,2,10,10,discount,True,True,True,True,False
31796,M,55,39000.0,2016,5,21,0,0,4,informational,True,True,True,False,False
31797,M,48,72000.0,2016,1,4,5,5,5,bogo,True,True,True,True,True
31798,M,72,64000.0,2014,8,8,3,7,7,discount,True,True,True,True,True
31799,F,66,46000.0,2018,4,29,2,10,10,discount,True,True,True,True,False
31800,M,62,72000.0,2016,2,7,2,10,10,discount,True,True,True,True,True
31801,M,26,35000.0,2017,11,17,5,5,5,bogo,True,True,True,True,False
31802,M,46,50000.0,2016,5,2,5,20,10,discount,True,False,True,False,False
31803,M,20,39000.0,2013,8,4,2,10,10,discount,True,True,True,True,True
31804,F,65,79000.0,2016,8,27,0,0,4,informational,True,True,True,False,False
31805,F,62,78000.0,2017,9,12,10,10,5,bogo,True,True,True,True,True
31806,F,118,70598.23,2017,12,19,3,7,7,discount,True,True,True,True,False
31807,M,63,50000.0,2018,4,19,10,10,5,bogo,True,True,True,True,False
31808,F,51,81000.0,2015,7,1,5,5,5,bogo,True,True,True,True,False
31809,F,59,86000.0,2018,7,24,0,0,3,informational,True,True,False,True,False
31810,F,118,70598.23,2017,10,10,10,10,5,bogo,True,True,True,True,False
31811,M,25,31000.0,2016,4,12,10,10,5,bogo,True,True,True,True,True
31812,F,39,53000.0,2016,11,15,2,10,10,discount,True,True,True,True,True
31813,M,28,53000.0,2017,10,16,2,10,10,discount,True,True,True,True,True
31814,M,58,104000.0,2017,7,20,3,7,7,discount,True,True,True,True,True
31815,M,67,94000.0,2015,11,7,3,7,7,discount,True,True,True,True,True
31816,F,35,36000.0,2016,4,5,10,10,5,bogo,True,True,True,True,True
31817,M,24,38000.0,2017,9,26,5,20,10,discount,True,False,True,False,False
31818,M,24,44000.0,2018,7,14,5,20,10,discount,True,False,True,False,True
31819,F,55,75000.0,2017,10,17,10,10,5,bogo,True,True,True,True,False
31820,M,46,48000.0,2018,4,6,5,5,5,bogo,True,True,True,True,False
31821,M,38,62000.0,2018,5,17,2,10,10,discount,True,True,True,True,True
31822,M,56,50000.0,2017,7,27,10,10,5,bogo,True,True,True,True,False
31823,M,60,92000.0,2018,5,27,2,10,10,discount,True,True,True,True,False
31824,F,118,70598.23,2017,10,27,5,5,7,bogo,True,True,True,False,False
31825,M,65,38000.0,2015,10,29,3,7,7,discount,True,True,True,True,True
31826,M,77,109000.0,2017,12,24,0,0,4,informational,True,True,True,False,False
31827,M,51,65000.0,2016,7,2,0,0,3,informational,True,True,False,True,False
31828,M,42,93000.0,2014,4,4,10,10,5,bogo,True,True,True,True,True
31829,M,86,44000.0,2016,1,13,0,0,3,informational,True,True,False,True,False
31830,F,78,89000.0,2017,11,28,0,0,3,informational,True,True,False,True,False
31831,M,20,44000.0,2018,3,15,10,10,7,bogo,True,True,False,True,False
31832,M,41,60000.0,2015,8,16,0,0,3,informational,True,True,False,True,False
31833,F,34,37000.0,2017,7,22,5,5,5,bogo,True,True,True,True,False
31834,M,53,68000.0,2014,2,2,10,10,7,bogo,True,True,False,True,False
31835,M,37,96000.0,2016,12,22,2,10,10,discount,True,True,True,True,True
31836,F,38,66000.0,2016,11,13,2,10,10,discount,True,True,True,True,True
31837,F,72,109000.0,2017,9,22,2,10,7,discount,True,True,True,False,True
31838,M,35,48000.0,2017,12,10,2,10,10,discount,True,True,True,True,True
31839,F,36,64000.0,2015,10,22,3,7,7,discount,True,True,True,True,True
31840,F,84,64000.0,2016,10,17,0,0,3,informational,True,True,False,True,False
31841,M,26,32000.0,2016,4,6,2,10,10,discount,True,True,True,True,True
31842,F,65,113000.0,2016,3,5,2,10,10,discount,True,True,True,True,True
31843,M,47,75000.0,2017,6,15,10,10,7,bogo,True,True,False,True,False
31844,F,57,32000.0,2018,7,7,3,7,7,discount,True,True,True,True,True
31845,F,118,70598.23,2017,8,15,10,10,7,bogo,True,True,False,True,False
31846,F,52,97000.0,2013,10,21,2,10,7,discount,True,True,True,False,True
31847,M,46,81000.0,2017,4,25,2,10,7,discount,True,True,True,False,True
31848,M,92,71000.0,2015,12,30,0,0,3,informational,True,True,False,True,False
31849,F,43,73000.0,2017,8,14,3,7,7,discount,True,True,True,True,False
31850,M,61,53000.0,2015,8,3,0,0,4,informational,True,True,True,False,False
31851,M,65,61000.0,2015,11,12,5,5,7,bogo,True,True,True,False,True
31852,M,39,32000.0,2018,5,13,0,0,3,informational,True,True,False,True,False
31853,F,63,44000.0,2016,7,19,3,7,7,discount,True,True,True,True,True
31854,M,63,89000.0,2017,9,26,5,20,10,discount,True,False,True,False,True
31855,M,40,69000.0,2018,6,21,0,0,3,informational,True,True,False,True,False
31856,M,56,49000.0,2016,4,5,2,10,10,discount,True,True,True,True,True
31857,M,36,42000.0,2018,7,17,10,10,5,bogo,True,True,True,True,False
31858,M,61,68000.0,2018,2,24,2,10,10,discount,True,True,True,True,False
31859,M,51,63000.0,2016,11,14,10,10,5,bogo,True,True,True,True,False
31860,F,118,70598.23,2017,10,31,5,5,5,bogo,True,True,True,True,False
31861,M,60,45000.0,2016,12,18,5,5,5,bogo,True,True,True,True,False
31862,F,49,57000.0,2017,4,8,0,0,3,informational,True,True,False,True,False
31863,F,118,70598.23,2017,10,31,5,5,7,bogo,True,True,True,False,False
31864,M,39,92000.0,2017,12,5,3,7,7,discount,True,True,True,True,False
31865,M,45,55000.0,2017,9,4,2,10,10,discount,True,True,True,True,True
31866,F,49,88000.0,2016,11,20,10,10,5,bogo,True,True,True,True,True
31867,M,35,42000.0,2017,9,6,2,10,10,discount,True,True,True,True,True
31868,M,84,109000.0,2018,7,18,3,7,7,discount,True,True,True,True,False
31869,M,50,54000.0,2018,1,27,10,10,7,bogo,True,True,False,True,True
31870,F,63,102000.0,2017,11,8,10,10,5,bogo,True,True,True,True,True
31871,M,43,70000.0,2014,3,11,5,5,5,bogo,True,True,True,True,False
31872,M,56,72000.0,2017,8,15,5,5,5,bogo,True,True,True,True,False
31873,M,59,87000.0,2017,11,29,0,0,4,informational,True,True,True,False,False
31874,M,38,71000.0,2017,4,11,3,7,7,discount,True,True,True,True,True
31875,F,118,70598.23,2018,1,1,0,0,4,informational,True,True,True,False,False
31876,M,84,48000.0,2018,1,7,0,0,3,informational,True,True,False,True,False
31877,M,63,64000.0,2016,4,7,2,10,7,discount,True,True,True,False,True
31878,M,37,98000.0,2016,3,24,5,20,10,discount,True,False,True,False,True
31879,M,27,36000.0,2015,10,2,2,10,10,discount,True,True,True,True,True
31880,M,65,68000.0,2016,1,11,2,10,10,discount,True,True,True,True,True
31881,F,52,88000.0,2017,3,12,0,0,4,informational,True,True,True,False,False
31882,M,52,83000.0,2016,4,22,10,10,5,bogo,True,True,True,True,False
31883,M,49,48000.0,2017,7,31,10,10,7,bogo,True,True,False,True,False
31884,M,65,116000.0,2017,9,10,3,7,7,discount,True,True,True,True,True
31885,F,74,94000.0,2015,12,16,5,5,5,bogo,True,True,True,True,True
31886,M,28,73000.0,2016,11,11,2,10,10,discount,True,True,True,True,True
31887,M,27,40000.0,2015,8,2,2,10,10,discount,True,True,True,True,True
31888,M,53,56000.0,2018,1,23,5,5,5,bogo,True,True,True,True,False
31889,F,59,99000.0,2018,6,27,10,10,5,bogo,True,True,True,True,False
31890,F,53,98000.0,2018,7,17,2,10,7,discount,True,True,True,False,False
31891,F,118,70598.23,2018,6,15,0,0,3,informational,True,True,False,True,False
31892,F,49,84000.0,2017,9,24,2,10,10,discount,True,True,True,True,True
